,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genre,literaryform,doctype,ocr_creator,ocr_timestamp,genres
25532,700021494.0,URN:NBN:no-nb_dhlab_700021494,NGU Brevmal - norsk,,,,,,2022-03-15 00:00:00,2022.0,"Norges geologiske undersøkelse ( NGU ) / Norges geologiske undersøkelse / NGU / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Årsrapport,Årsrapport,kudos,kudos,2022-10-13 20:52:10,
25546,700025866.0,URN:NBN:no-nb_dhlab_700025866,Eksfin - Regelverk for Eksfins ordninger - strømstøtte utkast sendt Eksfin 051022,,,,,,2022-11-08 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Eksportfinansiering Norge ( Eksfin ) / Eksfin / EKSPORTFINANSIERING NORGE / GIEK / Eksportkreditt Norge",no,,,Ukategorisert,uspesifisert,kudos,kudos,2022-12-14 13:00:28,
25549,700014160.0,URN:NBN:no-nb_dhlab_700014160,Tildelingsbrev,,,,,,2016-03-02 00:00:00,2016.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Norges Forskningsråd / Norges forskningsråd / Noregs forskingsråd / Noregs forskingsråd / Norges forskningsråd / Norges forskningsråd / Noregs forskingsråd / NFR",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:23:21,
25554,700002779.0,URN:NBN:no-nb_dhlab_700002779,Tildelingsbrev,,,,,,2016-01-05 00:00:00,2016.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Fiskeridirektoratet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:20:37,
25561,700022706.0,URN:NBN:no-nb_dhlab_700022706,NOU 2006 : 2 - Staten og Den norske kirke,,,,,,2006-01-31 10:00:00,2006.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,NOU,NOU,kudos,kudos,2023-02-01 12:12:46,
25579,700007901.0,URN:NBN:no-nb_dhlab_700007901,Årsrapport,,,,,,2021-03-03 00:00:00,2021.0,"Patentstyret / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 22:27:22,
25581,700024847.0,URN:NBN:no-nb_dhlab_700024847,Verdivurdering av SDØE 2022,Rystad Energy,,,,,2022-06-27 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25590,700009597.0,URN:NBN:no-nb_dhlab_700009597,Evaluering av statens fagorgan Kunst i offentlige rom ( KORO ),"Rambøll / mfl , Mari Opsahl",,,,,2015-02-10 20:07:08,2015.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,nb,,,Evaluering,Rapport,kudos,kudos,2022-10-24 11:01:37,
25597,700012059.0,URN:NBN:no-nb_dhlab_700012059,Gjennomgang av reguleringer og tilsynsorganiseringen i post- og telesektoren,,,,,,2004-06-04 00:00:00,2004.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25601,700012839.0,URN:NBN:no-nb_dhlab_700012839,Årsrapport og Riksrevisjonens beretning ( . pdf ),,,,,,2020-06-03 00:00:00,2020.0,Kulturdepartementet / Kulturtanken - Den kulturelle skolesekken / KULTURTANKEN - DEN KULTURELLE SKOLESEKKEN NORGE / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:12:45,
25610,700019162.0,URN:NBN:no-nb_dhlab_700019162,Meld . St . 10 ( 2013–2014 ) : Tilbaketrekking av Prop . 192 S ( 2012–2013 ) Endringar i statsbudsjettet 2013 under Fiskeri- og kystdepartementet og Landbruks- og matdepartementet ( tiltakspakke for torskenæringa ),,,,,,2013-11-22 11:45:00,2013.0,"Fiskeri- og kystdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 11:34:08,
25635,700001884.0,URN:NBN:no-nb_dhlab_700001884,"Econ : Rapport om "" Rettsregler , SMB og innovasjon """,ECON analyse,,,8276456731,,2004-10-28 00:00:00,2004.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25637,700004780.0,URN:NBN:no-nb_dhlab_700004780,Evaluering av Norges geologiske undersøkelse,Econ Pöyry,,,978-82-7645-944-9,,2007-01-01 00:00:00,2007.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nb,,,Evaluering,,kudos,kudos,2022-10-24 11:01:37,
25642,700020894.0,URN:NBN:no-nb_dhlab_700020894,Handlingsplan mot spilleproblemer 2022-2025 ( V-1030 ),,,,,,2022-03-01 00:00:00,2022.0,Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Plan/strategi,kudos,kudos,2022-10-06 14:08:02,
25646,700018705.0,URN:NBN:no-nb_dhlab_700018705,Meld . St . 16 ( 2014-2015 ) : Forutsigbar og miljømessig bærekraftig vekst i norsk lakse- og ørretoppdrett,,,,,,2015-03-20 11:45:00,2015.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 11:27:58,
25659,700005956.0,URN:NBN:no-nb_dhlab_700005956,Frivilligsentralen i nærmiljøet : Konkurrent eller katalysator ?,"Institutt for samfunnsforskning ( ISF ) / Lorentzen , Håkon",,,9788277633978,,2012-10-26 00:00:00,2012.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25669,700003307.0,URN:NBN:no-nb_dhlab_700003307,Kulturkunnskap i en kunnskapskultur . Evaluering av forsøk med Den kulturelle skolesekken i videregående skole .,"Telemarksforsking , Bø / Haukelien , Heidi / Kleppe , Bård",,,978-82-7401-310-0,,2009-01-01 00:00:00,2009.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,nb,,,Evaluering,,kudos,kudos,2022-10-24 11:01:37,
25719,700006223.0,URN:NBN:no-nb_dhlab_700006223,Årsrapport,,,,,,2020-04-20 00:00:00,2020.0,"Klagenemndssekretariatet / KLAGENEMNDSSEKRETARIATET / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:02:47,
25730,700026057.0,URN:NBN:no-nb_dhlab_700026057,Tillegg til tildelingsbrev,,,,,,2022-12-21 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Justervesenet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2023-01-16 01:00:20,
25742,700008349.0,URN:NBN:no-nb_dhlab_700008349,Evaluering av KRDs og NHDs tilskudd til Ungt Entreprenørskap,"Nordlands Forskning / Kunnskapsparken Bodø AS / Ovesen , Sissel / Gjertsen , Arild / Rønning , Wenche",,,978-82-7321-616-8,,2011-01-01 00:00:00,2011.0,"Kommunal- og regionaldepartementet / Nærings- og handelsdepartementet / Kommunal- og moderniseringsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / KMD / Kommunal- og moderniseringsdepartementet , Landbruks- og matdepartementet / Kommunal- og distriktsdepartementet / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / KDD / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nb,,,Evaluering,,kudos,kudos,2022-10-24 11:01:37,
25743,700021012.0,URN:NBN:no-nb_dhlab_700021012,Senter for hav og Arktis - tilskuddsbrev 2022,,,,,,2021-12-27 00:00:00,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Senter for hav og Arktis",,,,Tilskuddsbrev,Tilskuddsbrev,kudos,kudos,2022-10-24 11:01:40,
25807,700025642.0,URN:NBN:no-nb_dhlab_700025642,Fotball EM 2016 ( EURO 2016 ),,,,9788282321013,,2009-01-01 00:00:00,2009.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,en,,,KVU/KS1/KS2,KVU/KS1/KS2,kudos,kudos,2022-12-12 10:04:49,
25837,700012012.0,URN:NBN:no-nb_dhlab_700012012,"Forenkling og tilrettelegging for næringslivet , Del I : Handlingsplanen",,,,,,2002-10-23 00:00:00,2002.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25841,700001844.0,URN:NBN:no-nb_dhlab_700001844,arkitektur.nå,,,,,,2009-08-27 00:00:00,2009.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Plan/strategi,kudos,kudos,2022-10-06 14:08:02,
25845,700009839.0,URN:NBN:no-nb_dhlab_700009839,Rammebetingelser og konkurranseevne for akvakultur,Kontali Analyse / Norsk institutt for landbruksøkonomisk forskning ( NILF ),,,9788270776771,,2007-08-15 00:00:00,2007.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25870,700013330.0,URN:NBN:no-nb_dhlab_700013330,Vedlegg til tildelingsbrev ( Fdir ),,,,,,2021-01-11 00:00:00,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Fiskeridirektoratet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:16:41,
25877,700007796.0,URN:NBN:no-nb_dhlab_700007796,Samstyring i ubalanse . : Evaluering av den lokale kirkens ordning,,,,,,2014-04-23 00:00:00,2014.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Evaluering,Rapport,kudos,kudos,2022-10-07 20:06:11,
25880,700011264.0,URN:NBN:no-nb_dhlab_700011264,The structural policy for the Norwegian fishing fleet,,,,,,2008-10-23 00:00:00,2008.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
25889,700019322.0,URN:NBN:no-nb_dhlab_700019322,Prop . 28 L ( 2013–2014 ) : Endringar i havressurslova ( avgift til fiskeriforsking og overvaking ),,,,,,2013-11-29 11:45:00,2013.0,"Fiskeri- og kystdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:35:37,
25899,700019015.0,URN:NBN:no-nb_dhlab_700019015,Prop . 1 S ( 2014–2015 ),,,,,,2014-10-08 10:00:00,2014.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:28:51,
25906,700013166.0,URN:NBN:no-nb_dhlab_700013166,"Implementing Norway ’ s National Action Plan 2015-2018 : Annual Report 2017 . Women , peace and security",,,,,,2018-09-18 20:11:11,2018.0,"Kulturdepartementet / Justis- og beredskapsdepartementet / Utenriksdepartementet / Forsvarsdepartementet / Utanriksdepartementet / Det kgl . justis- og politidepartement / Kultur- og likestillingsdepartementet / JD / Sentral kontrollenhet , UD / FD / KUD / UD / Justis- og beredskapsdepartementet mfl. / Justisdepartmentet",no,,,Statusrapport,Rapport,kudos,kudos,2022-10-07 20:11:11,
25912,700003137.0,URN:NBN:no-nb_dhlab_700003137,Tildelingsbrev,,,,,,2019-12-20 00:00:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Sjøfartsdirektoratet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:05:43,
25939,700001662.0,URN:NBN:no-nb_dhlab_700001662,Tilskuddsbrev,,,,,,2016-01-05 00:00:00,2016.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Fiskesprell",,,,Tilskuddsbrev,Tilskuddsbrev,kudos,kudos,2022-10-24 11:01:40,
